term,estimate,std.error,statistic,p.value,metadata_var,arg_gene,fdr
factor(age_5_10_years_10)2,-0.5975998764275866,0.784773676234005,-0.7614932744627299,0.44674279079693335,age_5_10_years_10,TolC,0.44674279079693335
factor(age_10_18_years_10)2,-0.3316175693997347,0.8053828644223046,-0.41175145890098075,0.6807085168156259,age_10_18_years_10,TolC,0.6807085168156259
factor(age_1_5_years_11)2,-0.7926244973387468,0.8646275713534362,-0.9167235970719971,0.35975663753524145,age_1_5_years_11,TolC,0.35975663753524145
factor(age_5_10_years_11)2,0.18126796207481266,0.7624181719127321,0.23775398954625251,0.8121750760090437,age_5_10_years_11,TolC,0.8121750760090437
factor(age_10_18_years_11)2,-1.0294414544191128,0.8122305068497936,-1.267425251498819,0.20562820730077067,age_10_18_years_11,TolC,0.20562820730077067
factor(age_1_5_years_12)2,-0.04845585250270206,0.703202282980455,-0.06890741636578114,0.9450924971119148,age_1_5_years_12,TolC,0.9450924971119148
factor(age_5_10_years_12)2,0.5822950238337492,0.7679688626984275,0.7582273867038406,0.4486932829627607,age_5_10_years_12,TolC,0.4486932829627607
factor(age_10_18_years_12)2,-0.5232801283572974,0.8349056525876051,-0.6267536059140414,0.5311237772066899,age_10_18_years_12,TolC,0.5311237772066899
factor(breast_fed)2,-0.46843783131153666,4.112019152945572,-0.11391917544352378,0.9093504071091159,breast_fed,adeL,0.9093504071091159
factor(baby_food)2,0.23193493954928185,4.805850649040131,0.04826095450877277,0.9615288163669231,baby_food,adeL,0.9615288163669231
factor(family_food)2,-7.621714023491313,7.822710811972531,-0.9743059927290684,0.3304058070815329,family_food,adeL,0.3304058070815329
factor(age_4_12_months_3)2,-1.8645704126312157,3.8496593063564153,-0.48434686403352784,0.6283643874629155,age_4_12_months_3,adeL,0.6283643874629155
factor(age_1_5_years_3)2,-1.1503755439820031,3.7935418392716294,-0.3032457773558861,0.7618361774299005,age_1_5_years_3,adeL,0.7618361774299005
factor(age5_10_years_3)2,-0.48066634524296026,3.728893094681218,-0.12890322490836983,0.897489132651661,age5_10_years_3,adeL,0.897489132651661
factor(age_10_18_years_3)2,-2.615109664519571,3.6773639705006858,-0.7111370224697977,0.47735060131728446,age_10_18_years_3,adeL,0.47735060131728446
