feature	Pathway1	Pathway2	Pathway3	Pathway4	Pathway5	Pathway6	Pathway7	Pathway8	Pathway9	Pathway10	Pathway11	Pathway12	Pathway13	Pathway14	Pathway15	Pathway16	Pathway17	Pathway18	Pathway19	Pathway20	Pathway21	Pathway22	Pathway23	Pathway24	Pathway25	Pathway26	Pathway27	Pathway28	Pathway29	Pathway30	Pathway31	Pathway32	Pathway33	Pathway34	Pathway35	Pathway36	Pathway37	Pathway38	Pathway39	Pathway40	Pathway41	Pathway42	Pathway43	Pathway44	Pathway45	Pathway46	Pathway47	Pathway48	Pathway49	Pathway50	Pathway51	Pathway52	Pathway53	Pathway54	Pathway55	Pathway56	Pathway57	Pathway58	Pathway59	Pathway60	Pathway61	Pathway62	Pathway63	Pathway64	Pathway65	Pathway66	Pathway67	Pathway68	Pathway69	Pathway70	Pathway71	Pathway72	Pathway73	Pathway74	Pathway75	Pathway76	Pathway77	Pathway78	Pathway79	Pathway80	Pathway81	Pathway82	Pathway83	Pathway84	Pathway85	Pathway86	Pathway87	Pathway88	Pathway89	Pathway90	Pathway91	Pathway92	Pathway93	Pathway94	Pathway95	Pathway96	Pathway97	Pathway98	Pathway99	Pathway100	Pathway101	Pathway102	Pathway103	Pathway104	Pathway105	Pathway106	Pathway107	Pathway108	Pathway109	Pathway110	Pathway111	Pathway112	Pathway113	Pathway114	Pathway115	Pathway116	Pathway117	Pathway118	Pathway119	Pathway120	Pathway121	Pathway122	Pathway123	Pathway124	Pathway125	Pathway126	Pathway127	Pathway128	Pathway129	Pathway130	Pathway131	Pathway132	Pathway133	Pathway134	Pathway135	Pathway136	Pathway137	Pathway138	Pathway139	Pathway140	Pathway141	Pathway142	Pathway143	Pathway144	Pathway145	Pathway146	Pathway147	Pathway148	Pathway149	Pathway150	Pathway151	Pathway152	Pathway153	Pathway154	Pathway155	Pathway156	Pathway157	Pathway158	Pathway159	Pathway160	Pathway161	Pathway162	Pathway163	Pathway164	Pathway165	Pathway166
AUS3059	0.196535	0.749192	0.000354683	0.000297511	0.000481035	5.66e-05	0.000569719	0.000587651	0.000574161	0.000178838	9.21e-05	0.000596384	0.000486037	0.000472838	0.000443506	0.000129665	0.000130192	0.000542715	0.000234504	0.000506413	0.000146845	9.15e-05	9.27e-05	0.000234081	0.000316298	0.000508371	0.000605473	9.66e-05	0.0003026	0.000533756	0.000321574	0.000620803	0.000144233	3.58e-06	6.29e-05	3.13e-06	0.000500139	0.000349556	0.000425409	0.000167817	7.75e-05	0.000389162	5.31e-05	5.38e-05	0.000234956	0.000300015	0.000260449	0.000578864	4.39e-05	0.000630189	0.000212889	0.000143789	0.000280181	0.000545984	0.000418471	0.000493678	0.000126987	0.000556413	0.000389162	0.000605113	8.68e-05	0.000154823	2.38e-05	3.57e-06	0.000174872	0.000289058	9.53e-05	0.000364753	0.00063394	0.000424634	0.000586824	0.000123972	0.000233706	0.000129265	0.000575456	0.000608346	0.000466986	0.00044732	0.000194858	0.000260094	0.000166445	0.00050341	0.000602577	0.000108193	0.000409402	0.000608346	0.000128349	0.000383047	8.43e-05	0.000549004	0.000599528	0.000581558	9.97e-05	0.000317978	6.53e-05	8.72e-05	0.000512191	0.00033008	0.000130005	0.000463532	0.000201306	9.86e-05	0.000215432	3.18e-05	0.000247874	0.000257259	0.000376848	0.000258912	0.000558182	0.000158005	0.000126835	0.000168883	0.000301416	0.000175007	0.000138258	0.000652673	0.000138258	0.000229597	0.000350417	0.000287077	0.000172055	0.000695746	0.000499366	0.00013479	0.000233569	0.00021179	0.000345785	0.000244293	0.000409698	0.000206081	0.000140276	0.000225673	0.00063394	0.00063394	0.000443506	0.000554241	0.000327348	8.23e-05	0.000378126	7.11e-05	0.000298613	0.000310396	0.000203723	0.000354344	1.81e-05	0.000364753	5.6e-05	6.01e-05	0.000359258	0.000233777	0.000132379	2.77e-05	2.77e-05	4.69e-05	0.000438616	0.000329971	0.000103813	0.000280342	5.07e-05	0.000349371	1.98e-05	0.000232619	0.00042496	0.000597051	0.000400881	0.000625662
AUS3060	0.19689	0.741555	0.000542014	0.000221882	0.00072414	3.92e-05	0.000771996	0.000791106	0.000781811	0.000220208	2.98e-05	0.000697487	0.000725202	0.000603169	0.000560998	0.000280464	0.000166317	0.000648853	0.00010648	0.000607032	3.27e-05	0.000173979	0.000158479	0.000236206	0.000554271	0.000717724	0.00104537	7.2e-05	0.000251006	0.000654747	0.000517734	0.000748307	0.000268701	2.12e-05	0.000193207	1.86e-05	0.000683786	0.000657228	0.000516565	1.66e-05	0.000123401	0.000379615	0.000126321	0.000125011	0.000368124	0.00040817	7.99e-05	0.000710393	9.39e-05	0.000941028	0.000236907	5.51e-05	0.000387423	0.00058598	0.000441198	0.000657467	9.63e-05	0.000606951	0.000379615	0.000672163	0.000132635	0.000204849	3.2e-05	2.08e-05	0.000106944	0.000185587	0.000249121	0.000573575	0.000770519	0.000297871	0.000974417	3.54e-05	6.56e-05	2.82e-05	0.000725328	0.000758714	0.000541218	0.000517633	9.75e-05	0.000136758	4.79e-05	0.000686572	0.000813949	0.000103811	0.00048312	0.000758714	2.74e-05	0.000721027	0.000145883	0.000671786	0.000739735	0.000720117	2.73e-05	0.000647933	8.47e-05	0.000126153	0.000831652	0.000210294	9.52e-05	0.000646832	0.000186427	0.000121965	0.000489063	7.3e-05	0.000237349	0.000117386	0.000508064	0.000135483	0.000711721	5.59e-05	6.22e-05	6.62e-05	0.000519895	0.00013699	6.39e-05	0.000684532	6.39e-05	0.000117234	0.000196398	4.79e-05	0.000270903	0.0011487	0.000578391	1.09e-05	0.000133377	0.000121104	0.000501648	0.000502555	0.000473074	5.35e-05	3.09e-05	0.000123306	0.000770519	0.000770519	0.000560998	0.000671809	0.000578446	5.38e-05	0.000703988	0.00010273	0.000180647	0.000131846	3.75e-05	0.000803304	4.7e-05	0.000573575	3.07e-05	4.32e-05	0.000131434	0.000145209	2.88e-05	6.02e-05	6.02e-05	9.15e-05	0.000621425	0.000353284	0.000155284	0.000279498	0.000112742	0.000370248	2.66e-05	0.000217346	0.00049303	0.000743016	0.000458405	0.000871941
AUS3062	0.10734	0.820252	0.000328084	0.000354798	0.000419248	0.000277719	0.000389186	0.000383711	0.000367497	0.00033169	0.000255918	0.000470852	0.000467186	0.000287366	0.000262092	0.000195416	0.000273223	0.000351816	0.000304854	0.000234701	0.000298384	0.000262728	0.000239969	0.000341753	0.000324844	0.000326119	0.000406125	0.000261349	0.000400072	0.00028268	0.000208865	0.000498811	1.65e-05	0.000279903	8.3e-05	0.000280462	0.00031622	0.000570486	0.000194049	2.7e-05	5.22e-05	0.00022231	0.000321166	0.000296076	0.000425075	0.000274606	0.000320901	0.000440816	0.000400568	0.000456418	4.81e-05	0.000211464	4.71e-05	0.000346794	0.000355942	0.000334437	0.000277399	0.000351921	0.00022231	0.00045506	0.000362922	0.000326541	0.000239543	0.000277746	0.000237108	0.000372509	0.0003304	0.000443669	0.000348215	0.000486956	0.000544929	0.000290874	0.000261019	0.000248943	0.000422939	0.000478427	0.000288842	0.000215673	0.000239188	0.000290108	0.000176031	0.000277482	0.000346903	0.000227922	0.000272364	0.000478427	0.000270745	0.000358718	0.000350087	0.00046397	0.000440976	0.000445009	0.000260627	0.000272573	0.00024893	0.000486956	0.000355677	0.000158153	9.69e-05	0.000278286	0.000168566	0.000182157	0.000209341	0.000232485	0.000217036	0.000315111	0.000364868	0.000236368	0.000568863	0.000262487	0.000147268	4.6e-05	0.000217592	0.000200604	0.000200619	0.000385982	0.000200619	0.000268856	0.000349244	0.000216585	0.000177032	0.000613786	0.000314261	0.000220735	0.00018027	0.000347322	0.000246407	0.000387359	0.000287906	0.000392382	0.000286223	0.00014402	0.000348215	0.000348215	0.000262092	0.000436304	0.000417547	0.000208307	0.000478594	0.000163221	0.000286448	0.000254965	0.000159467	0.00035522	0.000286067	0.000443669	0.000490506	0.000267802	0.000974803	0.00025991	0.000271469	0.000382733	0.000382733	0.000241367	0.000407549	0.000230968	0.0002079	0.00021817	0.000497707	0.000300635	0.00030772	0.000115768	0.000299741	0.000439178	0.000418512	0.000532776
AUS3063	0.207177	0.742675	0.000339925	0.000256993	0.000449081	5.63e-05	0.00059485	0.000612951	0.000627775	0.000158376	8.03e-05	0.000508082	0.000376933	0.000552668	0.000518293	0.000153182	0.000114384	0.000561374	6.76e-05	0.000548765	7.15e-05	8.74e-05	8.82e-05	0.000246988	0.000162213	0.000528386	0.000666029	0.000132285	0.000262512	0.000520729	0.00027813	0.000538262	3.75e-05	4.22e-06	9.06e-05	3.7e-06	0.000608119	0.000208958	0.000296139	4.63e-05	6.23e-05	0.000181895	5.36e-05	1.78e-05	0.000369177	0.00041767	0.000163197	0.000632878	0.000204006	0.000530052	0.000102097	4.79e-05	0.000165851	0.000434321	0.000335652	0.000496741	9.02e-05	0.000510138	0.000181895	0.000476349	0.000211693	0.000183787	2.06e-05	4.22e-06	8.86e-05	0.00024728	7.79e-05	0.000469125	0.000612889	0.00043689	0.000511832	7.05e-05	0.000240574	5.7e-05	0.000555008	0.000561578	0.000365418	0.000336376	0.00017848	0.000235388	0.000170741	0.000582149	0.000653418	8.78e-05	0.000404103	0.000561578	5.77e-05	0.000316727	6.06e-05	0.000586949	0.000663068	0.00064041	7.65e-05	0.000223836	3.31e-05	8.58e-05	0.000602142	0.000176918	4.25e-05	0.00058165	0.000209265	0.000174531	0.000177933	9.18e-05	0.000205724	0.000203262	0.000240042	5.19e-05	0.00026735	5.32e-05	0.000122157	8.65e-05	0.000382657	0.000174677	0.000121317	0.000613687	0.000121317	0.000204005	0.000301066	6.56e-05	0.000174113	0.000880409	0.000430724	0.000192612	0.000183284	0.000192509	0.000322471	0.000445341	0.00039049	0.000210353	6.52e-05	0.000153774	0.000612889	0.000612889	0.000518293	0.000575637	0.000361528	0.00010793	0.000248511	5.08e-05	0.000265278	5.27e-05	5.61e-05	0.000451885	1.71e-05	0.000469125	3.15e-05	8.91e-05	0.000358944	6.92e-05	5.84e-05	0.000159272	0.000159272	4.4e-05	0.00046509	0.00025258	0.000235324	0.000308686	3.34e-05	0.000302205	1.7e-05	0.000178361	0.000271163	0.000631126	0.000247518	0.000661
AUS3064	0.326669	0.633831	0.000451116	9.14e-05	0.000171972	1.84e-05	0.000363612	0.000393011	0.000404444	0.000179511	5.67e-05	0.000356749	0.000397901	0.000410646	0.000462887	2.23e-05	6.32e-05	0.000383719	3.52e-05	0.000511147	5.6e-05	2.5e-05	9.65e-05	9.17e-05	4.61e-05	0.000226592	0.00038128	5.08e-05	0.000114553	0.000367028	0.00024642	0.000369941	1.11e-05	7.12e-06	1.1e-05	6.25e-06	0.000488192	0.000237474	0.000262646	1.26e-05	2.89e-05	0.000109822	3.16e-06	2e-05	0.00035405	0.000386489	0.000174494	0.000536789	3.14e-05	0.000585134	4.27e-05	2.97e-05	0.000222767	0.000451864	0.000291479	0.000559862	4.8e-05	0.000457667	0.000109822	0.000328366	0.000222551	0.000126446	1.49e-05	7.12e-06	1.94e-05	0.000113735	5.03e-05	0.000294535	0.00054625	0.000435934	0.000164477	5.64e-05	0.000267077	4.42e-05	0.000405209	0.000394778	0.00044044	0.000419357	0.000285569	0.000361642	0.000168749	0.000330672	0.000450323	1.79e-05	0.000137923	0.000394778	4.44e-05	0.000114509	2.82e-05	0.000496273	0.000501251	0.000526562	5e-05	5.7e-05	1.24e-05	3.09e-05	0.000513726	0.000107871	7.92e-05	0.000507142	0.000305219	2.12e-05	9.62e-05	1.09e-05	0.000221618	0.000117998	0.000214824	1.61e-05	0.000203133	3.55e-05	0.000187546	0.000114451	0.000398964	0.000251948	0.000225318	0.000555187	0.000225318	0.000324622	0.000450223	0.000127074	4.27e-05	0.000309744	0.00035317	0.000121702	6.03e-05	5.36e-05	0.000197955	0.000207261	0.000124697	0.000234552	5.06e-05	4.56e-05	0.00054625	0.00054625	0.000403679	0.000524441	0.000407349	4.48e-05	0.000290796	0.000139714	0.000359736	1.45e-05	2.68e-05	0.000304517	5e-05	0.000294535	1.64e-05	2.7e-05	0.000179408	0.000300181	4.48e-05	1.92e-05	1.92e-05	0.00011785	0.00041701	0.000279452	0.000133582	0.000313241	1.58e-05	0.000254753	1.21e-05	9.19e-05	0.000371997	0.000629778	0.000190476	0.000454538
AUS3065	0.19692	0.749746	0.000410039	0.000210393	0.000530838	7.31e-05	0.00061321	0.000627543	0.000617234	0.000193259	4.75e-05	0.000527403	0.000569205	0.000533789	0.000503678	0.000267594	0.000163946	0.000560467	5.67e-05	0.000678717	4.85e-05	7.73e-05	0.000161651	0.000218764	0.000292783	0.00055997	0.000746158	7.99e-05	0.000229703	0.00042621	0.000318089	0.000560257	8.48e-05	3.53e-05	0.000105068	3.11e-05	0.000579648	0.000396811	0.000386278	3.96e-06	9.01e-05	0.000296739	0.00015851	6.14e-05	0.000382158	0.000421003	8.31e-05	0.000604103	0.00011602	0.000660877	6.36e-05	3.75e-05	0.00011533	0.000453598	0.000376281	0.000504797	8.17e-05	0.00052342	0.000296739	0.00049461	9.72e-05	0.000172176	6.93e-05	3.47e-05	6.89e-05	0.000185573	0.000145061	0.000489405	0.00066432	0.000381175	0.000645371	5.29e-05	0.0001812	3.74e-05	0.000612315	0.000625409	0.000326248	0.000297036	0.000201469	0.000264599	4.62e-05	0.000515669	0.000628628	6.73e-05	0.000401249	0.000625409	3.87e-05	0.000405273	0.000111783	0.000592302	0.000633003	0.000619336	4.26e-05	0.000341451	6.25e-05	9.53e-05	0.000638775	0.000234622	9.64e-05	0.000540074	0.000175688	0.000127378	0.00031198	0.000107408	0.000234924	0.000119302	0.000340337	0.000126598	0.000455096	4e-05	0.00014153	5.64e-05	0.000363502	0.00021025	0.000138302	0.000579426	0.000138302	0.000225739	0.000328053	0.000112444	0.000381274	0.000835958	0.000437166	7.01e-05	0.000192484	0.000133178	0.000451286	0.000385722	0.000398891	0.000154155	4.41e-05	0.00019889	0.00066432	0.00066432	0.000503678	0.000589561	0.000390323	5.97e-05	0.000462276	0.000158948	0.000288821	0.000146272	5.9e-05	0.000604659	6.34e-05	0.000489405	5.26e-05	0.0001111	0.000302819	9.99e-05	3.94e-05	0.000118642	0.000118642	0.00012035	0.000426276	0.000260368	0.000134319	0.000291612	7.36e-05	0.000297757	5.9e-05	0.00020296	0.000309364	0.000620856	0.000334851	0.000687416
AUS3066	0.25654	0.696979	0.000386548	0.0001681	0.000398279	7.88e-05	0.000521575	0.000583085	0.000550306	0.000156887	3.85e-05	0.000426003	0.000432892	0.000439524	0.000468898	0.000144258	0.000114462	0.000495313	3.34e-05	0.000466089	3.91e-05	0.00011664	6.76e-05	0.000142954	0.000120648	0.000354698	0.00057461	7.32e-05	0.000171146	0.000402541	0.000272425	0.000452107	2.77e-05	1.6e-05	4.47e-05	1.41e-05	0.000565163	0.000304939	0.000296378	5.65e-06	2.28e-05	0.000192438	4.87e-05	1.73e-05	0.000369826	0.000383526	8.85e-05	0.00062996	6.09e-05	0.000563114	9.41e-05	2.91e-05	5.9e-05	0.00043231	0.000308956	0.00058076	4.59e-05	0.00045968	0.000192438	0.000398904	0.00010656	0.000200155	4.13e-05	1.59e-05	0.000101962	0.000160863	8.79e-05	0.000375325	0.000679403	0.000335635	0.000380118	4.3e-05	0.000252795	3e-05	0.000522103	0.00052568	0.000378189	0.000353026	0.000211125	0.000285469	0.000126417	0.000418135	0.000596836	9.7e-05	0.000322665	0.00052568	3.05e-05	0.000217246	8.42e-05	0.000619132	0.000635031	0.000627404	3.39e-05	0.000178503	2.54e-05	7.54e-05	0.000636759	0.000196632	0.000168665	0.000612265	0.000293521	4.91e-05	0.000204144	4e-05	0.000255373	0.000104676	0.000254754	2.42e-05	0.000308298	3.18e-05	0.000142489	8.93e-05	0.000437876	0.000201785	0.00015151	0.000601	0.00015151	0.00024352	0.000374908	6.88e-05	0.000138887	0.000641271	0.000413159	0.000195962	0.000134375	0.000128401	0.000317821	0.000218943	0.000307551	0.00022567	3.49e-05	0.000122213	0.000679403	0.000679403	0.000405328	0.000640511	0.000329248	5.74e-05	0.000355604	0.000202308	0.000304381	2.22e-05	4.93e-05	0.000446026	8.22e-05	0.000375325	6.55e-05	5.77e-05	0.000174685	0.000233018	3.06e-05	3.95e-05	3.95e-05	0.000162996	0.000342383	0.000296428	0.000103551	0.000307215	6.52e-05	0.000220704	3.36e-05	0.000187278	0.000289112	0.000675899	0.000269012	0.00056404
AUS3082	0.276476	0.676663	0.000359908	0.000248852	0.000512901	7.01e-05	0.000558405	0.000574944	0.000544458	0.00014354	5.42e-05	0.000529967	0.000436788	0.000431627	0.000391354	0.000191156	0.000125593	0.000511982	0.000156373	0.000499973	5.73e-05	0.000133114	8.59e-05	0.000203361	0.000244117	0.000459241	0.000662289	5.83e-05	0.000247062	0.000484604	0.000311527	0.000558702	7.74e-05	7.55e-06	7.41e-05	6.62e-06	0.000553395	0.000306425	0.000342591	8.22e-05	7.61e-05	0.00031523	8.68e-05	3.55e-05	0.000307581	0.000331202	0.000153532	0.00055905	0.000121544	0.000585927	5.65e-05	0.000118771	0.000135281	0.000434037	0.000358749	0.000480992	0.00011787	0.000475263	0.00031523	0.000505992	8.89e-05	0.000186567	1.54e-05	7.53e-06	0.000104435	0.000220437	9.15e-05	0.000426622	0.000617504	0.000296347	0.000559929	6.37e-05	0.000138734	4.73e-05	0.000542098	0.000570484	0.000330939	0.00030637	0.000133842	0.000182962	6.25e-05	0.000496587	0.000579244	9.47e-05	0.000321887	0.000570484	4.74e-05	0.000347228	9.5e-05	0.000525081	0.000579244	0.000565938	5.05e-05	0.000283467	5.42e-05	8.37e-05	0.000496999	0.000193375	0.000138377	0.000476357	0.000154394	0.000117747	0.000188134	3.31e-05	0.000163151	0.000187184	0.000270252	0.000181515	0.000411796	0.000127258	8.28e-05	0.00010235	0.000278832	0.000121962	9.23e-05	0.000604194	9.23e-05	0.00016059	0.000257278	0.000101579	0.000171212	0.00074194	0.000394283	0.000113625	0.000209241	0.000145903	0.000300367	0.000353016	0.000306408	0.000117169	5.33e-05	9.92e-05	0.000617504	0.000617504	0.000390035	0.000518824	0.000313363	4.87e-05	0.00033962	0.000157068	0.000215268	0.000258652	0.000111619	0.00039797	7.96e-05	0.000426622	0.000118739	6.19e-05	0.000229093	0.000155061	4.87e-05	8.35e-05	8.35e-05	0.000140339	0.000380159	0.00028926	0.000134089	0.000193573	6.28e-05	0.000306737	1.27e-05	0.000164618	0.000305782	0.000556134	0.000318821	0.000643105
AUS3089	0.170973	0.762263	0.000384576	0.00012887	0.00057382	7.28e-05	0.000860267	0.000892208	0.000760579	0.000170707	5.93e-05	0.000489976	0.000648654	0.000712614	0.000681725	0.00020016	0.000146888	0.000728858	4.03e-05	0.000517797	5.38e-05	0.000156149	0.000156581	0.000121434	0.000266717	0.000822158	0.00105309	7.71e-05	0.000116109	0.000661645	0.000304629	0.000531365	5.93e-05	2.29e-05	7.39e-05	2.02e-05	0.000749474	0.00096142	0.000571945	1.2e-05	6.49e-05	0.000287127	0.00010834	6.41e-05	0.000704004	0.000677764	0.000557604	0.000751068	0.000181037	0.000617476	3.29e-05	3.42e-05	0.00014809	0.000725117	0.000407191	0.000649318	5.57e-05	0.000718531	0.000287127	0.000425013	8.13e-05	0.00053007	5.07e-05	2.26e-05	1e-04	0.000105271	0.00010334	0.000691823	0.000952155	0.000467695	0.000743716	5.81e-05	0.000124018	4.49e-05	0.000702154	0.000698795	0.000342522	0.000309538	0.000400293	0.000513364	8.2e-05	0.00042831	0.00082012	9.94e-05	0.000444379	0.000698795	4.45e-05	0.000444903	6.31e-05	0.000745968	0.000815424	0.000787511	5.12e-05	0.000406522	3.38e-05	7.32e-05	0.000760306	0.000632712	0.000160456	0.000741144	0.000431404	8.97e-05	0.000740841	0.000107386	0.000323963	0.000167046	0.00033201	0.000116047	0.000486508	3.72e-05	0.000459245	1.67e-05	0.000278323	0.000593737	0.000295024	0.000574656	0.000295024	0.000489059	0.000618606	7.16e-05	0.000872674	0.00112064	0.000561219	0.00016219	0.000308268	9.8e-05	0.000537547	0.00027209	0.000426332	0.000102435	5.04e-05	7.12e-05	0.000952155	0.000952155	0.000679992	0.000743288	0.00037321	7.12e-05	0.000621144	3.84e-05	0.000436524	0.000111524	0.000102139	0.000721018	4.88e-05	0.000691823	4.98e-05	7.02e-05	0.00059654	0.000106199	4.65e-05	0.000122272	0.000122272	0.00011707	0.000459974	0.000296241	0.000217354	0.000471601	3.59e-05	0.000690638	4.44e-05	0.000314487	0.000414848	0.000691497	0.000686105	0.000866358
AUS3095	0.186715	0.754106	0.000405384	0.000290914	0.000424761	0.000133402	0.000477931	0.000512815	0.000487137	0.000212607	0.000136924	0.000524763	0.000492671	0.000317019	0.000382488	0.00015825	0.000198622	0.000456747	0.00019473	0.000467557	0.000252398	0.000168491	0.000159174	0.0002459	0.000201774	0.00036392	0.000459457	0.000132603	0.000326379	0.00034098	0.000325946	0.000557021	9.89e-05	0.000151716	4.72e-05	0.00013663	0.000414275	0.000441157	0.000298984	1.3e-05	6.33e-05	0.000304072	0.000183534	0.000168324	0.000339527	0.000344004	0.000190134	0.000534171	0.00024052	0.000539165	0.000109793	0.000132445	0.000192358	0.000469422	0.000390713	0.000472197	0.000133038	0.000473186	0.000304072	0.000517948	0.000378447	0.000273347	0.000218854	0.000144379	0.000147639	0.000302591	0.000178989	0.000336377	0.000497304	0.000334398	0.000426641	0.000236956	0.000308303	0.000204632	0.000441916	0.0004462	0.000402025	0.000385318	0.000154182	0.000209967	4.43e-05	0.000369982	0.000463711	0.000137644	0.000321886	0.0004462	0.000236621	0.000254283	0.00017779	0.000491651	0.000504951	0.00053084	0.000129405	0.000232229	9.12e-05	0.000277055	0.00037122	0.000216252	0.000172064	0.000465421	0.000293204	8.85e-05	0.000111018	0.000246138	0.000248464	0.000223224	0.000367684	0.000153785	0.000513816	0.000176404	9.98e-05	6.99e-05	0.000205761	0.00014056	0.000111681	0.000484681	0.000111681	0.000182357	0.000287904	0.000264766	0.000139401	0.000525776	0.000380161	0.000230839	0.000191519	0.000215829	0.000291823	0.000471217	0.000313539	0.000278474	0.000248537	0.000164719	0.000497304	0.000497304	0.000285772	0.00053899	0.00037236	0.000115884	0.000429851	8.86e-05	0.000242402	0.000158496	9.27e-05	0.000325275	0.000135241	0.000336377	0.000180326	0.000152836	0.000398414	0.000216817	0.000243569	0.000204934	0.000204934	0.000190225	0.000449215	0.000302559	0.00010146	0.000232462	0.000269888	0.000245506	0.000179881	0.000188864	0.000332828	0.000540451	0.000295197	0.000598166
AUS3097	0.254075	0.697895	0.00040533	0.000104113	0.000541811	6.92e-05	0.000590272	0.000619489	0.000580771	0.000122435	3.06e-05	0.00052086	0.000533691	0.000546389	0.000508451	0.000157005	0.000109605	0.000544273	5.29e-05	0.000550526	3.03e-05	9.85e-05	0.000141201	0.000125033	0.000195986	0.00049199	0.000744153	4.97e-05	9.37e-05	0.000405071	0.000280219	0.000543796	5.1e-05	1.51e-05	0.000121304	1.32e-05	0.000619407	0.00037889	0.000442976	3.24e-05	8.49e-05	0.000312886	7.85e-05	4.94e-05	0.000353947	0.000398678	9.13e-05	0.000641055	6.07e-05	0.000684865	3.92e-05	2.58e-05	8.56e-05	0.000378425	0.000361316	0.000572544	4.69e-05	0.000485377	0.000312886	0.000506924	8.82e-05	0.000127786	5.35e-05	1.49e-05	0.000100049	8.44e-05	7.66e-05	0.000421954	0.000644394	0.000449826	0.000572899	3.47e-05	0.000133161	2.41e-05	0.000494328	0.000498288	0.000320913	0.000297853	0.000134901	0.000186183	5.44e-05	0.000567508	0.000646003	9.88e-05	0.000357851	0.000498288	2.39e-05	0.000318031	0.000102095	0.000631861	0.00068024	0.000646883	2.71e-05	0.000316602	5.62e-05	9.97e-05	0.000781677	0.00013521	6.97e-05	0.00066207	0.000174334	0.000109678	0.000246233	4.53e-05	0.000221839	0.000102263	0.000255194	0.000126255	0.000364708	2.7e-05	9.14e-05	1.93e-05	0.000434784	0.000130344	9.03e-05	0.000584565	9.03e-05	0.000157765	0.000252752	5.65e-05	0.000305775	0.000909183	0.000413949	7.07e-05	0.00021272	7.46e-05	0.000315163	0.000363214	0.000346746	0.000111715	2.74e-05	0.000168899	0.000644394	0.000644394	0.000508451	0.000648705	0.000315123	4.99e-05	0.000420248	0.000132183	0.000214161	0.000173214	0.000127819	0.00064241	3.91e-05	0.000421954	2.82e-05	0.00010741	0.000251202	8.43e-05	2.43e-05	3.87e-05	3.87e-05	8.56e-05	0.000419992	0.000310538	0.000104782	0.000279911	6.28e-05	0.000266958	4.44e-05	0.000207485	0.000295987	0.00071425	0.000450881	0.000590286
AUS3128	0.20857	0.726453	0.00037911	0.000441275	0.000567762	3.5e-05	0.000660179	0.000682814	0.000677695	0.00023651	2.91e-05	0.000668286	0.000551335	0.000568448	0.000522681	0.000228737	0.00017762	0.000616788	0.000181578	0.000672686	0.000113322	8.48e-05	0.00011195	0.00014802	0.000423717	0.000540774	0.000754388	8.07e-05	0.000482449	0.000564492	0.00042266	0.000711528	0.000435076	7.61e-05	9.07e-05	6.8e-05	0.000497592	0.000431594	0.000544894	0.000221182	3.62e-05	0.000461196	0.000115733	8.47e-05	0.000227537	0.000281988	0.000256701	0.00070599	0.000227535	0.000716599	0.000120711	4.2e-05	0.000394031	0.000480655	0.000551064	0.000595418	0.000231746	0.00046898	0.000461196	0.000659407	6.16e-05	0.000133248	2.85e-05	7.55e-05	0.000189994	0.000447519	0.000139205	0.00054924	0.000669071	0.000364165	0.00080185	0.000115694	0.000192788	9.46e-05	0.000707866	0.000747022	0.000575916	0.000553003	0.000321072	0.00041502	0.000102398	0.000553014	0.000677321	0.000176125	0.00044202	0.000747022	9.78e-05	0.000505253	7.17e-05	0.000604748	0.000728037	0.000719275	3.3e-05	0.0003359	2.7e-05	4.43e-05	0.000668336	0.000414284	0.000340184	0.00049639	0.000210065	9.88e-05	0.000219112	2.89e-05	0.000242217	0.000218416	0.000482632	0.000325868	0.000723996	0.000257498	0.000228306	0.000177498	0.000388851	0.000317963	0.000240794	0.000680361	0.000240794	0.000357627	0.000506673	0.000444188	0.00019648	0.000963704	0.000475413	0.000145967	0.000325755	0.000217169	0.000420418	0.000318382	0.000440597	0.000166678	0.000107867	0.000130782	0.000669071	0.000669071	0.000522681	0.000588419	0.000307505	7.24e-05	0.000431184	0.000495173	0.000440167	0.000376046	0.000114013	0.000520219	0.0002498	0.000550349	0.000185537	3.32e-05	0.000461459	0.000182472	0.000101362	0.000175655	0.00017558	0.000365237	0.000464169	0.000258772	5.56e-05	0.000185082	5.08e-05	0.000414836	2.35e-05	0.000321671	0.000505507	0.000739403	0.000572812	0.000780033
