feature	Pathway1	Pathway2	Pathway3	Pathway4	Pathway5	Pathway6	Pathway7	Pathway8	Pathway9	Pathway10	Pathway11	Pathway12	Pathway13	Pathway14	Pathway15	Pathway16	Pathway17	Pathway18	Pathway19	Pathway20	Pathway21	Pathway22	Pathway23	Pathway24	Pathway25	Pathway26	Pathway27	Pathway28	Pathway29	Pathway30	Pathway31	Pathway32	Pathway33	Pathway34	Pathway35	Pathway36	Pathway37	Pathway38	Pathway39	Pathway40	Pathway41	Pathway42	Pathway43	Pathway44	Pathway45	Pathway46	Pathway47	Pathway48	Pathway49	Pathway50	Pathway51	Pathway52	Pathway53	Pathway54	Pathway55	Pathway56	Pathway57	Pathway58	Pathway59	Pathway60	Pathway61	Pathway62	Pathway63	Pathway64	Pathway65	Pathway66	Pathway67	Pathway68	Pathway69	Pathway70	Pathway71	Pathway72	Pathway73	Pathway74	Pathway75	Pathway76	Pathway77	Pathway78	Pathway79	Pathway80	Pathway81	Pathway82	Pathway83	Pathway84	Pathway85	Pathway86	Pathway87	Pathway88	Pathway89	Pathway90	Pathway91	Pathway92	Pathway93	Pathway94	Pathway95	Pathway96	Pathway97	Pathway98	Pathway99	Pathway100	Pathway101	Pathway102	Pathway103	Pathway104	Pathway105	Pathway106	Pathway107	Pathway108	Pathway109	Pathway110	Pathway111	Pathway112	Pathway113	Pathway114	Pathway115	Pathway116	Pathway117	Pathway118	Pathway119	Pathway120	Pathway121	Pathway122	Pathway123	Pathway124	Pathway125	Pathway126	Pathway127	Pathway128	Pathway129	Pathway130	Pathway131	Pathway132	Pathway133	Pathway134	Pathway135	Pathway136	Pathway137	Pathway138	Pathway139	Pathway140	Pathway141	Pathway142	Pathway143	Pathway144	Pathway145	Pathway146	Pathway147	Pathway148	Pathway149	Pathway150	Pathway151	Pathway152	Pathway153	Pathway154	Pathway155	Pathway156	Pathway157	Pathway158	Pathway159	Pathway160	Pathway161	Pathway162	Pathway163	Pathway164	Pathway165	Pathway166
KM2003	0.162623	0.772275	0.000369637	0.000329584	0.000409221	0.00026703	0.000413819	0.000410273	0.000396863	0.000259936	0.000161227	0.000365377	0.000496854	0.000380252	0.000361536	0.000230058	0.000147183	0.000381774	0.000196976	0.000335199	0.000169211	0.0001747	0.000169741	0.000275781	0.000315648	0.000359679	0.000494472	0.000192134	0.0003679	0.000199046	0.00025092	0.000396323	8.03e-05	0.00020559	0.000138762	0.000197896	0.000408951	0.000492709	0.000312356	6.1e-06	3.53e-05	0.00027088	0.000229345	0.000234757	0.000325657	0.0003153	0.000212801	0.000455828	0.000367441	0.000513761	5.11e-05	0.000180528	4.55e-05	0.000415552	0.000368992	0.000386488	0.000171648	0.000424279	0.00027088	0.000357073	0.000416796	0.00036581	0.000214245	0.000204264	0.000174715	0.000336286	0.000145851	0.00047784	0.000447355	0.000417586	0.000525785	0.000166805	0.000144341	0.000141113	0.000492513	0.0005043	0.000394687	0.000378055	0.000264431	0.00032878	0.000235421	0.000304403	0.000371345	0.000167706	0.000352035	0.0005043	0.000145657	0.000333439	0.000319772	0.000469457	0.000475488	0.000462315	0.000155826	0.000331065	0.000242727	0.000329787	0.000412943	0.000200028	0.000190032	0.000313771	0.000287862	0.000169898	0.000220578	0.000280008	0.000308719	0.000234105	0.00024921	0.000184366	0.000433126	0.00019233	0.000176934	0.000193453	0.00020586	0.00023483	0.000215093	0.000455316	0.000215093	0.000296263	0.00039811	0.000163303	0.000316687	0.000586656	0.000406375	0.000196109	0.000262164	0.000264772	0.00036699	0.000408328	0.0003579	0.000267261	0.00015968	0.000180167	0.000447355	0.000447355	0.000361536	0.000460931	0.00043734	0.00015675	0.000492764	0.000107708	0.000342617	0.000219816	7.95e-05	0.000367537	0.000228252	0.000477969	0.000241651	0.000209069	0.000667075	0.000196545	0.000148526	0.000333897	0.000333855	0.000206591	0.000431638	0.000256079	0.000156312	0.000341255	0.000314774	0.000342737	0.000276713	0.000205251	0.000358437	0.000440409	0.000372068	0.000441525
KM2005	0.183872	0.761491	0.000503146	9.72e-05	0.000618728	3.69e-05	0.000627492	0.000668451	0.000661145	0.000379556	2.45e-05	0.000576965	0.000768479	0.000532338	0.000509509	0.00038903	0.000126429	0.000622686	7.42e-05	0.000648965	2.96e-05	3.39e-05	0.000406273	0.000126767	0.000545105	0.000602806	0.000947398	3.15e-05	9.71e-05	0.000417937	0.000547127	0.00060969	0.000101041	3.44e-05	0.000355785	3.13e-05	0.00059945	0.00069559	0.000292988	3.53e-05	6.67e-06	0.000446934	5.43e-05	4.09e-05	0.0004667	0.000477843	5.74e-05	0.000644984	0.000181374	0.000808444	0.00047274	6.58e-05	8.71e-05	0.000590448	0.000393563	0.000487924	0.000172068	0.00060174	0.000446934	0.000574967	4.16e-05	0.000384016	6.95e-05	3.53e-05	0.000307542	7.65e-05	9.38e-05	0.000564626	0.000582266	0.000413547	0.000965865	2.81e-05	2.72e-05	2.63e-05	0.000587779	0.000597508	0.000472824	0.000439548	5.64e-05	7.97e-05	1.17e-05	0.000651008	0.000674493	4.49e-05	0.00055937	0.000597508	2.5e-05	0.000536901	0.000117155	0.000619731	0.000668428	0.000649018	2.1e-05	0.000570948	6.6e-05	0.000380197	0.000590016	0.000185405	7.11e-05	0.000475865	0.00017147	0.000349794	0.000487486	1.83e-05	0.000140715	6.81e-05	0.000109915	9.2e-05	0.000428366	6.44e-05	3.3e-05	3.63e-05	0.000323951	7.5e-05	3.66e-05	0.000591465	3.66e-05	6.92e-05	0.00011922	3.49e-05	0.000496004	0.0011304	0.000517129	3.21e-05	0.000195393	4.34e-05	0.000610629	0.000244696	0.000561979	4.53e-05	2.82e-05	4.11e-05	0.000582266	0.000582266	0.00050266	0.000617933	0.000227253	3.86e-05	0.000839591	8.34e-05	0.00010921	0.000161033	1.75e-05	0.000607569	0.00012516	0.000564626	3.39e-05	6.94e-05	0.000302049	8.17e-05	2.65e-05	0.000125536	0.000125536	0.000105841	0.000587233	0.000316678	8.68e-05	0.00034672	6.28e-05	0.000413749	5.96e-05	0.000153026	0.000428124	0.000497086	0.000189764	0.000612277
KM2006	0.175055	0.76739	0.000362371	0.000198884	0.000499577	0.000130295	0.000667149	0.000682376	0.000565697	0.000167459	9.65e-05	0.000457437	0.000557167	0.00051264	0.000479626	0.000154757	0.000157223	0.000549059	0.000134849	0.000485941	9.7e-05	0.000102089	0.000249668	0.000180625	0.000319958	0.000634879	0.000680567	8.23e-05	0.000209392	0.000456592	0.000313358	0.000494605	4.22e-05	8.41e-05	0.000116523	7.56e-05	0.000521704	0.000593742	0.000406778	7.69e-05	5.76e-05	0.000256957	0.000102721	8.91e-05	0.000390649	0.000408587	0.000300853	0.000516593	0.000156313	0.000651755	5.59e-05	0.000100198	0.000107913	0.000547868	0.000351348	0.000519848	0.000141531	0.000546422	0.000256957	0.000410582	0.000234769	0.000358458	9.72e-05	8.04e-05	0.000104945	0.000174305	0.000120096	0.000489145	0.000676133	0.0003833	0.000694081	0.000100411	0.000187938	7.9e-05	0.000528889	0.000529766	0.000350887	0.000328147	0.000291704	0.000392233	3.89e-05	0.000429352	0.000576837	0.00010082	0.000422393	0.000529766	8.2e-05	0.000447886	0.000134081	0.000500938	0.000554781	0.000537804	8.77e-05	0.000341239	7.94e-05	0.000145692	0.000556901	0.00036867	5.25e-05	0.000508656	0.000324013	7.7e-05	0.000359507	8.01e-05	0.000236742	0.00019932	0.0002942	0.000236745	0.000507025	0.000100962	0.000195737	7.84e-05	0.000291098	0.000290757	0.00022815	0.000483993	0.00022815	0.000318292	0.000472432	6.11e-05	0.000640743	0.000886636	0.000435099	7.85e-05	0.000313168	0.000111562	0.000379259	0.000554467	0.000423501	0.000159736	9.17e-05	8.29e-05	0.000676133	0.000676133	0.000479626	0.000492788	0.000464368	8.82e-05	0.000617466	6.02e-05	0.000363138	0.00034529	6.07e-05	0.000571843	9.64e-05	0.000489383	4.14e-05	0.000174584	0.000380864	0.000170179	8.54e-05	0.000106827	0.000106819	0.000187161	0.000553726	0.000285451	0.000261246	0.000422069	8.53e-05	0.000440551	8.98e-05	0.000229148	0.000324401	0.000517401	0.000396739	0.000724724
KM2007	0.138034	0.789349	0.000314182	0.000334234	0.000436598	0.000304937	0.000479648	0.000470724	0.000461865	0.000317529	0.000216876	0.000475035	0.000546343	0.00034527	0.000322331	0.000248352	0.000263604	0.000436248	0.000247751	0.000329856	0.000247795	0.000228844	0.000226821	0.000322562	0.000329768	0.000487294	0.000523379	0.000239985	0.000392416	0.000316185	0.000305074	0.00051919	1.89e-05	0.000280851	0.000119024	0.000273787	0.000394286	0.000538338	0.000251304	9.45e-07	3.68e-05	0.000317927	0.000302734	0.000326841	0.000314166	0.000270257	0.000281656	0.00045664	0.000343978	0.00057558	6.01e-05	0.000218518	0.00010101	0.000375872	0.000377488	0.000377522	0.00022561	0.000391956	0.000317927	0.000454479	0.000499642	0.000374553	0.000240135	0.000272779	0.00020014	0.000351379	0.000280115	0.000427504	0.000373361	0.000424438	0.000596766	0.000241988	0.000211764	0.000201508	0.000463987	0.000484265	0.000254241	0.000236599	0.000209221	0.000264744	0.000150505	0.000390874	0.000446289	0.00018388	0.000348801	0.000484265	0.000217526	0.000369591	0.000352889	0.000471721	0.000470554	0.000466432	0.000215171	0.000310433	0.000267856	0.000424438	0.000400558	0.000227174	0.000161743	0.000327574	0.000141494	0.00020526	0.000179202	0.000222168	0.0002324	0.000300057	0.000363275	0.000247004	0.000634861	0.000231153	0.00013304	2.69e-05	0.00022049	0.000184776	0.000164298	0.000436318	0.000164298	0.000241128	0.000335829	0.000183247	0.000155637	0.000683712	0.000370654	0.000196633	0.000230163	0.000315589	0.000276232	0.000465967	0.000360899	0.000374486	0.000233974	0.000190274	0.000373361	0.000373361	0.000322331	0.000435727	0.000382134	0.000184983	0.000523672	0.000159331	0.000277079	0.000294159	0.000123678	0.000408183	0.000300794	0.000427504	0.000377565	0.000249912	0.000837596	0.000231582	0.000217779	0.000310285	0.000310285	0.000231275	0.000481186	0.000237334	0.000193081	0.000234493	0.000419145	0.000280925	0.000290715	0.000132396	0.000335426	0.000450886	0.000373491	0.000621166
KM2014	0.154537	0.787779	0.000433083	0.00023887	0.000557109	0.000153521	0.000597567	0.000640734	0.000615951	0.000295861	7.46e-05	0.000544797	0.000627218	0.000448439	0.000417681	0.000171817	0.000131517	0.000609902	0.000124636	0.000573521	6.62e-05	0.000117636	0.000289819	0.000229341	0.000281777	0.000590759	0.000804225	9.89e-05	0.000268255	0.000412538	0.000305359	0.000579589	5.11e-05	0.000146229	0.000173653	0.000136257	0.000543681	0.000539083	0.000285785	3.46e-05	2.11e-05	0.000405654	0.000224213	0.000139881	0.000282774	0.000331531	0.000120691	0.000604689	0.000321107	0.000694975	6.35e-05	0.000121514	7.17e-05	0.0003302	0.000343755	0.000496929	0.000133692	0.000560401	0.000405654	0.000519145	0.000135624	0.000372623	0.000174647	0.000146181	0.000124562	0.00020659	0.00010396	0.000487733	0.000508244	0.000279412	0.000689049	6.46e-05	5.28e-05	5.52e-05	0.000555855	0.000585742	0.000312074	0.000286047	7.74e-05	0.000110108	6.71e-05	0.000680703	0.000660838	9.95e-05	0.000411295	0.000585742	5.43e-05	0.000386162	0.000235728	0.000557759	0.000662215	0.000628976	6.77e-05	0.000466925	0.000181981	0.000222357	0.000463865	0.000152798	6.94e-05	0.000446729	7.62e-05	0.000148404	0.000285284	0.000143544	0.000272093	0.000162071	0.000250835	0.000132479	0.000562898	0.000117559	4.66e-05	4.64e-05	0.000171531	6.86e-05	5.2e-05	0.000561671	5.2e-05	9.53e-05	0.000166415	0.000108579	0.000345079	0.000953679	0.000367212	0.000117228	0.000310576	0.000161427	0.000434578	0.00043468	0.000406743	0.000144643	6.12e-05	0.000104209	0.000508244	0.000508244	0.000417681	0.000553503	0.000269128	7.29e-05	0.00056454	6.2e-05	0.000141868	0.0002116	0.000189355	0.000416578	0.000168904	0.000487761	0.000137329	0.000126682	0.000519561	0.000103358	5.56e-05	0.00026318	0.000263174	0.00010601	0.000613787	0.000305473	0.000109627	0.000353482	0.000201855	0.000330056	0.00016294	0.000269179	0.000276792	0.000543708	0.000207542	0.000664623
KM2015	0.168502	0.771444	0.000528149	0.000160357	0.000604221	0.000109086	0.000607078	0.000632991	0.000674016	0.000211309	7.27e-05	0.000601741	0.000667541	0.000566083	0.000543201	0.000362506	0.000128228	0.000656542	8.24e-05	0.000511159	7.63e-05	0.000117647	0.000254416	0.000158068	0.0003505	0.000547431	0.000828088	5.78e-05	0.000144616	0.000431162	0.000430341	0.000639374	0.000260043	6.11e-05	0.00022283	5.42e-05	0.000566006	0.000600183	0.000363259	2.16e-05	0.000199495	0.000415867	0.000104435	7.97e-05	0.000355126	0.000414115	6.99e-05	0.000626671	0.000351255	0.00080704	7.77e-05	8.73e-05	0.000247143	0.000544742	0.000481251	0.000544012	0.000144988	0.000561011	0.000415867	0.00060372	0.000123356	0.000241214	0.000113504	6.03e-05	7.99e-05	0.000131372	0.000122378	0.000591429	0.000614504	0.000302434	0.000755644	7.96e-05	8.89e-05	7.1e-05	0.000612199	0.000619238	0.000420469	0.000388622	0.00016752	0.000227019	5.22e-05	0.000638699	0.000691804	7.95e-05	0.000510493	0.000619238	6.89e-05	0.000483122	0.000141045	0.000600028	0.000655767	0.000631915	6.59e-05	0.000549267	9.01e-05	0.00021844	0.000586929	0.000309221	0.000132504	0.000504127	0.000149131	0.000187129	0.000456029	6.2e-05	0.000222369	8.59e-05	0.000378004	0.000156053	0.000636065	8.69e-05	9.93e-05	9.08e-05	0.00034248	0.000148297	0.000118497	0.00061069	0.000118497	0.000200726	0.000316795	0.000151976	0.000197803	0.000942794	0.000523008	0.000184986	0.000228969	9.15e-05	0.000420449	0.000423016	0.000511955	7.96e-05	7.57e-05	0.000198375	0.000614504	0.000614504	0.00053441	0.000594653	0.000548261	5.43e-05	0.000657765	0.000204985	0.000268082	0.000176094	1.48e-05	0.000565988	0.0001428	0.000591521	3.48e-05	5.46e-05	0.000328655	0.00013565	7.48e-05	0.000273456	0.000273443	0.000207842	0.000577281	0.000448518	0.000287751	0.00027664	8.76e-05	0.000454794	9.91e-05	0.000238575	0.000418308	0.000549118	0.000281271	0.000649753
KM2016	0.126995	0.807132	0.000348643	0.000301602	0.000434155	0.00024955	0.000400495	0.000417557	0.000416463	0.000345451	0.000160972	0.000430567	0.000608235	0.00033442	0.000314308	0.000246903	0.000192825	0.000404581	0.000246489	0.000332865	0.000164736	0.000189842	0.000263734	0.000288979	0.000437266	0.000409743	0.000632129	0.000183973	0.000318563	0.000277622	0.000284129	0.000455606	0.00013303	0.000220407	0.000185391	0.000211746	0.000366489	0.000612919	0.000325981	8.41e-05	0.000209487	0.000326809	0.000275031	0.000250684	0.000399184	0.000324138	0.000249701	0.000458318	0.000423087	0.000550355	0.00012819	0.000151532	0.000122732	0.000359681	0.000384239	0.000332924	0.000235128	0.000375384	0.000326809	0.00042734	0.000282268	0.000292964	0.000268746	0.000222867	0.000206899	0.000286272	0.000174825	0.000455496	0.000376023	0.000382036	0.000671547	0.000159483	0.000121231	0.000131488	0.000470674	0.000483475	0.000312854	0.000294214	0.000192285	0.000233878	0.000122027	0.0003627	0.000406374	0.000197567	0.000341903	0.000483475	0.000136533	0.000441226	0.000307355	0.000473592	0.000479782	0.000464967	0.000151023	0.000390833	0.000244932	0.000302865	0.000434454	0.000114158	7.18e-05	0.000304525	0.000136528	0.000260533	0.000293709	0.000264227	0.000286478	0.000256504	0.000300965	0.000215225	0.000484397	0.000169424	0.000114942	2.47e-05	0.000193486	0.000166111	0.00014593	0.000434281	0.00014593	0.000222428	0.000292671	0.000193964	0.000388378	0.000728369	0.000363968	0.000181212	0.000218438	0.000262491	0.000334368	0.000381396	0.000366489	0.000388188	0.000150817	0.000177942	0.000376023	0.000376023	0.000314308	0.000466184	0.000377135	0.000140708	0.000614799	0.000124172	0.000262831	0.000272534	0.000117765	0.000413041	0.000246499	0.000455496	0.000310231	0.000239257	0.000827709	0.000184462	0.000135546	0.000394452	0.000394452	0.000213916	0.000347797	0.000287901	0.000167745	0.00027748	0.000262232	0.00031383	0.000314642	0.000204703	0.000350062	0.000387916	0.000349745	0.000460177
KM2017	0.28246	0.665364	0.000477306	0.000141324	0.000575643	2.62e-05	0.000694787	0.000722817	0.000703338	0.00022415	1.71e-05	0.000571248	0.000683828	0.000597267	0.000558658	0.000289224	0.000119859	0.000636303	5.63e-05	0.000717452	2.2e-05	0.000186446	0.000115974	0.000143502	0.000366923	0.000640874	0.000934617	2.27e-05	0.000143782	0.000529346	0.00041949	0.000605729	0.000151514	6.19e-06	0.000283779	5.43e-06	0.000633946	0.00055492	0.000323292	0.000123246	6.18e-05	0.000455172	6.54e-05	2.39e-05	0.00030371	0.000366069	6.21e-05	0.000677434	3.28e-05	0.00078627	0.000138015	2.82e-05	0.000175849	0.000459981	0.000428411	0.000541966	9.53e-05	0.000585036	0.000455172	0.000554506	5.62e-05	0.00030541	3.05e-05	6.18e-06	3.02e-05	0.00011684	8.23e-05	0.000547756	0.0006533	0.000251212	0.000850201	2.43e-05	4.49e-05	3.2e-05	0.00067279	0.000694632	0.00040367	0.000369675	0.000120693	0.000161697	1.7e-05	0.000671241	0.000708179	2.08e-05	0.000501699	0.000694632	2.16e-05	0.000492325	0.000122041	0.000594065	0.000702164	0.000681961	1.47e-05	0.000305146	7.92e-05	0.000210819	0.000534364	0.000166153	0.000103831	0.000534181	0.000170946	0.000193256	0.000366127	1.96e-05	0.000207231	7.52e-05	0.0002885	0.000142987	0.000465467	2.64e-05	8.11e-05	3.67e-05	0.000305547	0.000120702	7.81e-05	0.000619974	7.81e-05	0.000139759	0.000212588	2.24e-05	0.000299004	0.00115056	0.000491015	3.86e-06	0.000210848	4.3e-05	0.000428842	0.000306626	0.00049291	3.06e-05	2.12e-05	0.000126639	0.0006533	0.0006533	0.000558658	0.000569783	0.000424588	2.02e-05	0.000612455	0.000192589	0.000201293	0.000162917	2.12e-05	0.000527666	8.16e-05	0.000547756	4.93e-05	0.000126971	0.000121499	9.94e-05	2.01e-05	2.02e-05	2.02e-05	0.000136231	0.000583872	0.000316371	0.000117533	0.000281095	7.43e-05	0.000451033	2.54e-05	0.000198381	0.000398364	0.000628433	0.000217756	0.000670544
KM2018	0.226928	0.719178	0.000409555	0.000260362	0.000522548	0.000180948	0.000514773	0.000521688	0.000561029	0.00017634	6.63e-05	0.000411756	0.000478966	0.000460189	0.000432506	0.000221701	0.000123822	0.000530824	0.00010229	0.000469662	0.000113804	0.000136809	0.000121333	0.000207633	0.000274464	0.000428804	0.000594721	0.000112316	0.000271512	0.000429171	0.000301095	0.000438074	9.27e-05	8.53e-05	0.00012583	7.63e-05	0.000519589	0.000381719	0.00036908	7.57e-05	0.000189068	0.000352624	0.000165141	7.25e-05	0.000360899	0.000378683	0.000102426	0.00060565	0.000152728	0.000608177	3.95e-05	9.51e-05	0.000150403	0.000430235	0.000330483	0.00048847	9.92e-05	0.000456635	0.000352624	0.000389972	0.000122865	0.000258065	0.000180947	8.17e-05	0.000126655	0.000234701	9.79e-05	0.000489612	0.000568331	0.000350362	0.000573756	0.000119448	0.000181687	9.6e-05	0.000506256	0.000520203	0.000311159	0.000287043	0.00022135	0.000286909	6.48e-05	0.000455613	0.000569752	0.000124796	0.00038652	0.000520203	9.93e-05	0.000316402	0.000110109	0.000596122	0.000618982	0.000607459	6.2e-05	0.000275912	6.68e-05	0.000207178	0.000518392	0.000171358	5.27e-05	0.00048352	0.000228216	0.00018052	0.000230471	0.000138318	0.000190854	0.000149031	0.000302509	0.000109274	0.000393803	9.52e-05	0.000149352	0.000140124	0.00033408	0.000218413	0.00016016	0.000536655	0.00016016	0.000249195	0.000356054	0.000108978	0.000284392	0.000728789	0.000398166	9.86e-05	0.000252579	0.000196637	0.000349759	0.000381893	0.000379433	0.000155903	0.000109294	0.000131751	0.000568331	0.000568331	0.000432506	0.000598921	0.000362887	8.23e-05	0.000419761	0.000128117	0.000294824	0.000113098	4.4e-05	0.000426528	7.65e-05	0.000489612	0.000168034	0.000157279	0.000359839	0.000134388	0.000103808	0.000106553	0.000106553	0.000153198	0.000446902	0.000224689	0.00013046	0.000290078	6.28e-05	0.000342826	0.000174879	0.000140228	0.000299716	0.000560147	0.00036998	0.000521882
KM2020	0.20021	0.740525	0.000317474	0.000288138	0.000370534	0.000145897	0.000364321	0.000359054	0.000380232	0.000258267	0.000159261	0.000419069	0.00042757	0.00030611	0.000292761	0.000145651	0.00018484	0.000348472	0.000226872	0.000275504	0.000191147	0.000171923	0.000161646	0.000258428	0.000308181	0.000384405	0.000406624	0.00017584	0.000329779	0.000290756	0.000264669	0.000440053	6e-05	0.000213598	5.23e-05	0.000199581	0.000355662	0.000420448	0.000278414	0.000101151	0.000148976	0.000246935	0.000239228	0.000240876	0.000230142	0.000244354	0.000248201	0.000406311	0.000243303	0.000457402	0.000201783	0.000171149	0.000207641	0.000398069	0.000367877	0.000336128	0.00015991	0.000403055	0.000246935	0.000407676	0.000389518	0.000203213	0.000198906	0.000203207	0.00020077	0.000311699	0.000180853	0.000266619	0.0003725	0.000393194	0.00047284	0.000186866	0.000172906	0.000171995	0.00043217	0.000455747	0.000280011	0.000270743	0.0002241	0.000281411	0.000153194	0.000278317	0.000366152	0.000132735	0.000308303	0.000455747	0.000172134	0.000282136	0.000272237	0.000419025	0.000427136	0.000410979	0.000159931	0.000257549	0.00018526	0.000319412	0.000390643	0.000234643	0.000102325	0.000260678	0.000124902	0.000127492	0.000182172	0.000226102	0.000213135	0.000267979	0.000287882	0.000208751	0.000473028	0.000216311	0.000154253	0.000164566	0.000228305	0.000201821	0.00018037	0.000408097	0.00018037	0.000252772	0.000345314	0.000195236	0.000156532	0.000509895	0.000356035	0.000160697	0.000231483	0.000260022	0.000209937	0.000359357	0.000318329	0.000249553	0.000182525	0.000192731	0.0003725	0.0003725	0.000292761	0.000420886	0.00035427	0.000146777	0.000422872	0.000122738	0.000286239	0.000232972	0.000126432	0.000322719	0.000238748	0.000266619	0.00026403	0.000235903	0.000561096	0.00022249	0.000172171	0.000232105	0.000232105	0.000192893	0.000308573	0.00024136	0.000167504	0.000208967	0.000305467	0.000300229	0.000242456	0.000122139	0.000335551	0.000398299	0.000369588	0.000473459
KM2037	0.224989	0.718436	0.000389408	0.000297017	0.000572445	4.6e-05	0.00054115	0.000580001	0.000611461	0.000391856	1.27e-05	0.000576976	0.000608508	0.000486439	0.000468659	0.000329091	0.000158013	0.000595799	0.00016127	0.00054622	6.84e-05	0.000131179	0.000329411	0.000279162	0.00061055	0.000525932	0.000836427	2.15e-05	0.000326382	0.000347267	0.000517634	0.000616057	0.000161334	5.84e-05	0.00034508	5.19e-05	0.000512181	0.000530747	0.000323638	0.000106085	9.44e-05	0.000470212	7.57e-05	4.49e-05	0.000360408	0.000394248	0.000166234	0.000606067	0.000153124	0.000723656	0.00016808	0.000166771	0.000228266	0.000504786	0.00044796	0.000395723	0.000213871	0.000529535	0.000470212	0.000576775	8.42e-05	0.000338967	0.000107769	5.83e-05	0.000161469	0.000260329	0.000197044	0.000522772	0.000558415	0.00044858	0.000912862	4.97e-05	9.1e-05	6.41e-05	0.000562492	0.000580425	0.000470071	0.000444439	7.26e-05	0.000102444	2.02e-05	0.000583354	0.000624747	9.37e-05	0.000490074	0.000580425	6.09e-05	0.000504285	0.000157577	0.000578904	0.000635513	0.000609778	1.08e-05	0.000603737	9.79e-05	0.000371692	0.000659172	0.000304898	0.000169702	0.000409481	0.000198119	0.000325976	0.000491595	2.81e-05	0.000200157	0.000179644	0.000413107	0.000308838	0.000586951	0.000167553	4.26e-05	6.03e-05	0.000304754	0.000137014	4.81e-05	0.000629952	4.81e-05	8.97e-05	0.000154488	0.000206559	0.000336021	0.000993887	0.000459122	5.01e-05	0.000278002	3.65e-05	0.000473447	0.000337925	0.000495324	7.57e-05	6.73e-05	0.000205298	0.000558415	0.000558415	0.000468659	0.000575061	0.000353523	6.29e-05	0.00059615	0.000124022	0.000137639	0.000438327	9.42e-05	0.000680783	0.000120662	0.000522786	5.66e-05	0.000109221	0.000203343	0.000146372	6.59e-05	0.000102834	0.000102834	0.000128027	0.000495541	0.000299932	5.19e-05	0.000344192	8.89e-05	0.000450038	9.23e-05	0.00022275	0.000404247	0.000499608	0.000247582	0.000639663
KM2038	0.133396	0.795293	0.000372776	0.000348822	0.000435106	0.00026209	0.000473913	0.000432096	0.000425444	0.000367977	0.000192058	0.000479517	0.000551063	0.000312083	0.000294359	0.000165891	0.000276207	0.000413261	0.000239846	0.000386762	0.000185889	0.000204061	0.000376627	0.000312383	0.000531691	0.000502302	0.00060616	0.000221071	0.000375228	0.000226815	0.000284444	0.000528824	0.000169497	0.000276123	0.000183294	0.00027552	0.000371582	0.00056534	0.000373997	6.65e-05	0.000134742	0.000322454	0.000333395	0.000276521	0.000366255	0.00030033	0.000278227	0.000446043	0.000367277	0.000548737	0.00014404	0.000216103	0.000132756	0.000370301	0.000411244	0.000346756	0.000247944	0.000385144	0.000322454	0.000487377	0.00044448	0.00030855	0.000260077	0.000286046	0.000235304	0.000343867	0.000299974	0.000358907	0.000364033	0.000356325	0.000728471	0.000181435	0.000146975	0.000156779	0.000457865	0.000492078	0.000335959	0.000316648	0.000198716	0.000252745	0.000163376	0.000331344	0.000412328	0.00018872	0.000348574	0.000492078	0.000158342	0.000416066	0.000341133	0.000466448	0.000439396	0.000452791	0.000184492	0.000434802	0.000319801	0.000349878	0.000356602	0.000228018	0.000105162	0.000258321	0.000120879	0.000201753	0.000279243	0.000294787	0.000277832	0.000299262	0.000298753	0.00021936	0.000546065	0.000280496	0.000124642	8.14e-05	0.000184603	0.000178099	0.00015814	0.000390747	0.00015814	0.000226935	0.000317309	0.000189165	0.000263914	0.000752083	0.000365932	0.000227304	0.000326222	0.000286699	0.000331387	0.00042819	0.000371582	0.000337833	0.000172251	0.000202591	0.000364033	0.000364033	0.000294359	0.000416982	0.000395903	0.000166445	0.000570535	0.000159548	0.000275051	0.000269498	0.000107104	0.000339499	0.000305723	0.000358907	0.000336373	0.000276743	0.000815091	0.00021987	0.000156903	0.000350082	0.000350082	0.000223678	0.000369795	0.000290157	0.000214471	0.000244076	0.000348356	0.000332028	0.000353397	0.000236476	0.000362415	0.000387725	0.000382155	0.000561732
