term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
AlSiO,-1.3129899781935262e-5,2.1451428471944592e-5,-0.6120757785015248,0.5407829751845159,AlSiO,oleC,0.5407829751845159,-5.517469958694666e-5,2.8914900023076135e-5
SO32,-5.896688782235762e-7,5.340858634615883e-6,-0.11040713086875878,0.9121335258943413,SO32,oleC,0.9121335258943413,-1.1057751802070707e-5,9.878414045623554e-6
TiO2,-3.2777648417746997e-6,2.759296572239931e-6,-1.1878987111247301,0.23547198972754513,TiO2,oleC,0.23547198972754513,-8.685986123364965e-6,2.1304564398155642e-6
Asp,-2.2492657087598816e-6,1.878074743266044e-6,-1.1976444051679873,0.23165784184310334,Asp,oleC,0.23165784184310334,-5.930292205561328e-6,1.4317607880415644e-6
Suc,-2.6669941475902406e-6,2.9283718896507815e-6,-0.910742982138204,0.36289666260217723,Suc,oleC,0.36289666260217723,-8.406603051305772e-6,3.072614756125291e-6
Sac,-2.855837371073164e-6,4.049468101787431e-6,-0.7052376507948293,0.48101096795411946,Sac,oleC,0.48101096795411946,-1.0792794850576528e-5,5.0811201084302e-6
TotalAd,9.965631033497595e-9,1.6467197263775808e-08,0.6051807647570834,0.5453503593523161,TotalAd,oleC,0.5453503593523161,-2.2310075603502988e-8,4.224133767049818e-8
TotalAs,-9.8749893343988e-7,9.378020579499214e-7,-1.0529929264589142,0.2928841288038477,TotalAs,oleC,0.2928841288038477,-2.825590967021726e-6,8.505931001419658e-7
TotalEM,1.0495047409117354e-8,1.654206949749769e-8,0.6344458539909371,0.5260979230481991,TotalEM,oleC,0.5260979230481991,-2.1927408805978117e-8,4.291750362421283e-8
P80.Annual.Intake,0.0013470511121308247,0.0026155090760022807,0.5150244457150759,0.6067780645024027,P80.Annual.Intake,oleC,0.6067780645024027,-0.003779346676833645,0.0064734489010952944
CMC.Annual.Intake,4.887485398692321e-4,8.75691490091253e-4,0.558128685044434,0.5770222762379348,CMC.Annual.Intake,oleC,0.5770222762379348,-0.0012276067807096237,0.002205103860448088
CRN.Annual.Intake,0.0013882951186465823,0.0018806743239498172,0.7381900741489714,0.46076737630639875,CRN.Annual.Intake,oleC,0.46076737630639875,-0.0022978265562950597,0.005074416793588224
AlSiO.Annual.Intake,-0.3337918643372339,0.5048055710277501,-0.6612285669860104,0.5087897459231034,AlSiO.Annual.Intake,oleC,0.5087897459231034,-1.3232107835516242,0.6556270548771563
SO32.Annual.Intake,-0.050055318853701805,0.14109704410462567,-0.3547580969632858,0.7229299483320275,SO32.Annual.Intake,oleC,0.7229299483320275,-0.32660552529876813,0.22649488759136455
TiO2.Annual.Intake,-0.05050596122850402,0.04675341269301443,-1.080262558802478,0.2805792885030524,TiO2.Annual.Intake,oleC,0.2805792885030524,-0.14214265010681232,0.04113072764980426
Asp.Annual.Intake,-0.06841398971643871,0.04875533211241905,-1.403210413143964,0.16121438700615964,Asp.Annual.Intake,oleC,0.16121438700615964,-0.16397444065678005,0.02714646122390263
Suc.Annual.Intake,-0.09679366457599854,0.07646880763899959,-1.2657927796252593,0.20621436268908766,Suc.Annual.Intake,oleC,0.20621436268908766,-0.24667252754843771,0.053085198396440644
Sac.Annual.Intake,-0.06949999025925094,0.10563437213566373,-0.6579296951752952,0.5109054183782438,Sac.Annual.Intake,oleC,0.5109054183782438,-0.27654335964515186,0.13754337912665
TotalAd.Annual.Intake,2.71803351320671e-4,4.8651750439372894e-4,0.558671268486788,0.5766521539601919,TotalAd.Annual.Intake,oleC,0.5766521539601919,-6.817709572910376e-4,0.0012253776599323797
TotalAs.Annual.Intake,-0.03105441241649221,0.024542906037097793,-1.2653111399910002,0.20638674632950654,TotalAs.Annual.Intake,oleC,0.20638674632950654,-0.07915850824920388,0.017049683416219468
TotalEM.Annual.Intake,2.933742622262977e-4,4.890303861257668e-4,0.5999100885130867,0.5488552700834773,TotalEM.Annual.Intake,oleC,0.5488552700834773,-6.651252945802052e-4,0.0012518738190328005
Protein.intake,-4.315233739465655e-4,0.0010880532435122723,-0.396601339612383,0.6918482258839445,Protein.intake,oleC,0.6918482258839445,-0.0025641077312306194,0.0017010609833374882
Total.Fat.intake,-1.8737378793939665e-4,0.0022604756823564436,-0.08289130885233323,0.9339745791907079,Total.Fat.intake,oleC,0.9339745791907079,-0.004617906125358026,0.004243158549479233
